	NO. OF QUARANTINE CENTRE W.R.T CORONA VIRUS	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	CompleteAddress	Lat	Long
469	Khanewal	Rajput Guest House	6		6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Rajput Guest House Khanewal	0	0
470	Khanewal	Hajra Clinic, GT, Road, Mian Channu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Hajra Clinic, GT, Road, Mian Channu Khanewal	30.437734	72.352389
471	Khanewal	Memona Surgical Hospital, Mian Channu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Memona Surgical Hospital, Mian Channu Khanewal	30.445498	72.339935
472	Khanewal	Noise, Ear & Throught Clinic, Hadayt Ullah Road, Mian Channu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Noise, Ear & Throught Clinic, Hadayt Ullah Road, Mian Channu Khanewal	30.439153	72.352188
473	Khanewal	Gujar Clinic Agricultar Bank Chowk Mian Channu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Gujar Clinic Agricultar Bank Chowk Mian Channu Khanewal	Satellite	0
474	Khanewal	Mushtaq Clinic Nawab Colony Mian Chanuu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Mushtaq Clinic Nawab Colony Mian Chanuu Khanewal	30.441908	72.349935
475	Khanewal	Yasin Clininic Mushtaq Colony Mian Channu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Yasin Clininic Mushtaq Colony Mian Channu Khanewal	0	0
476	Khanewal	Amin Clinic Shami Road Mian Channu		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Amin Clinic Shami Road Mian Channu Khanewal	0	0
477	Khanewal	Al-Qasir Medical Care Center Near, Makhdom chungi, Kabirwala		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Al-Qasir Medical Care Center Near, Makhdom chungi, Kabirwala Khanewal	0	0
478	Khanewal	Poly Cl. Bock No. 11 Khanewal		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Poly Cl. Bock No. 11 Khanewal Khanewal	0	0
479	Khanewal	Khanewal Guest House, Khanewal	6		6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Khanewal Guest House, Khanewal Khanewal	30.3022528	71.9278916
480	Khanewal	Margalla Motol, Khanwal		6	6	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Margalla Motol, Khanwal Khanewal	0	0
481	Khanewal	Hashim Hospital, Abdul Hakeem Road, Tulamba		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Hashim Hospital, Abdul Hakeem Road, Tulamba Khanewal	30.525989	72.239646
482	Khanewal	Meraj Medical Center, Farakh Town, Mian Channu		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Meraj Medical Center, Farakh Town, Mian Channu Khanewal	30.438357	72.344892
483	Khanewal	Shafa Poly Clinic Circular Road Mian Channu		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Shafa Poly Clinic Circular Road Mian Channu Khanewal	0	0
484	Khanewal	Abdulla Medical Center Near THQ Hospital Kabirwala		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Abdulla Medical Center Near THQ Hospital Kabirwala Khanewal	30.402139	71.856773
485	Khanewal	Ali Muhammad Clinic Multan Road, Kabirwala		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Ali Muhammad Clinic Multan Road, Kabirwala Khanewal	0	0
486	Khanewal	Children Hospital Multan Road Near THQ Kabirwala		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Children Hospital Multan Road Near THQ Kabirwala Khanewal	0	0
487	Khanewal	Al-Rafi Hospital Near Habib Bank Khanewal Road, Kabirwala		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Al-Rafi Hospital Near Habib Bank Khanewal Road, Kabirwala Khanewal	30.401053	71.867576
488	Khanewal	Al-Noor Hospital Block No. 15 Khanewal		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Al-Noor Hospital Block No. 15 Khanewal Khanewal	71.867576	71.867576
489	Khanewal	Rafi Hospital Girls College Road Khanewal		5	5	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Rafi Hospital Girls College Road Khanewal Khanewal	30.296977	71.923816
490	Khanewal	City Gate Hotel, Khanewal	4		4	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		City Gate Hotel, Khanewal Khanewal	30.3176326	71.9606249
491	Khanewal	Bakhtawar Hotel, Kabirwala	3		3	Electricity, Water, Sui Gas, Boundry Wall, Bathroom	Private		Bakhtawar Hotel, Kabirwala Khanewal	30.401266	71.863331
492	Lodhran	GHS Haveeli Naseer Khan		10	50	Electricity, Bathroom, Water Supply, Food			GHS Haveeli Naseer Khan Lodhran	29.53235	71.75451
493	Lodhran	Govt Boys School Adam Wahan		12	50	Electricity, Bathroom, Water Supply, Food			Govt Boys School Adam Wahan Lodhran	29.54751	71.636168
494	Lodhran	GHS Danwaran		15	50	Electricity, Bathroom, Water Supply, Food			GHS Danwaran Lodhran	29.571722	71.67565
495	Lodhran	GHS Chak himta		19	60	Electricity, Bathroom, Water Supply, Food			GHS Chak himta Lodhran	29.6384935	71.5906615
496	Lodhran	GHS Fazl Wala		13	50	Electricity, Bathroom, Water Supply, Food			GHS Fazl Wala Lodhran		
497	Lodhran	GHS Wahi Ali Arain		17	70	Electricity, Bathroom, Water Supply, Food			GHS Wahi Ali Arain Lodhran	29.564398	71.454901
498	Lodhran	GHS Qureshi Wala		13	50	Electricity, Bathroom, Water Supply, Food			GHS Qureshi Wala Lodhran	29.465457	71.437305
499	Lodhran	GHS Chamb Kulyar		12	50	Electricity, Bathroom, Water Supply, Food			GHS Chamb Kulyar Lodhran	29.435017	71.560689
500	Lodhran	GHS Salsaddar		13	50	Electricity, Bathroom, Water Supply, Food			GHS Salsaddar Lodhran	0	0
501	Lodhran	GHS Jhanbi Wahin		7	30	Electricity, Bathroom, Water Supply, Food			GHS Jhanbi Wahin Lodhran	0	0
502	Lodhran	GHS Qadir Pur Chimna		15	50	Electricity, Bathroom, Water Supply, Food			GHS Qadir Pur Chimna Lodhran	29.612751	72.085672
503	Lodhran	GHS Bahawal Garh		27	70	Electricity, Bathroom, Water Supply, Food			GHS Bahawal Garh Lodhran	29.57112	71.909678
504	Lodhran	GES Basti Seeker		8	35	Electricity, Bathroom, Water Supply, Food			GES Basti Seeker Lodhran	29.626403	71.910149
505	Lodhran	GGHS Rind Jada		9	40	Electricity, Bathroom, Water Supply, Food			GGHS Rind Jada Lodhran	29.689541	71.913218
506	Lodhran	GHSS Rind Jada		8	35	Electricity, Bathroom, Water Supply, Food			GHSS Rind Jada Lodhran	29.687005	71.918153
507	Lodhran	GHS Nathay Wala		19	60	Electricity, Bathroom, Water Supply, Food			GHS Nathay Wala Lodhran	29.671919	71.964935
508	Lodhran	GHS Noqabil Wah		14	50	Electricity, Bathroom, Water Supply, Food			GHS Noqabil Wah Lodhran	0	0
509	Lodhran	GHS Jalla Arayin		31	80	Electricity, Bathroom, Water Supply, Food			GHS Jalla Arayin Lodhran	29.745503	71.603847
510	Lodhran	GHS Qutab Pur		27	75	Electricity, Bathroom, Water Supply, Food			GHS Qutab Pur Lodhran	29.903828	71.757704
511	Lodhran	GHS 35M		18	60	Electricity, Bathroom, Water Supply, Food			GHS 35M Lodhran	0	0
512	Lodhran	GHS 237 WB		11	35	Electricity, Bathroom, Water Supply, Food			GHS 237 WB Lodhran	29.787217	71.904412
513	Lodhran	GHSS Makhdoom Wali		33	80	Electricity, Bathroom, Water Supply, Food			GHSS Makhdoom Wali Lodhran	29.78993	71.556448
514	Lodhran	GGHS Dunyapur		28	80	Electricity, Bathroom, Water Supply, Food			GGHS Dunyapur Lodhran	29.801163	71.738786
515	Lodhran	GHS Dunyapur		28	80	Electricity, Bathroom, Water Supply, Food			GHS Dunyapur Lodhran	29.795509	71.741811
516	Lodhran	Shahida Islam Medical & Dental College		1100	1100	Electricity, Bathroom, Water Supply, Food			Shahida Islam Medical & Dental College Lodhran	29.489088	71.641811
517	Lodhran	Nasu Laeaska Hotel	8		8				Nasu Laeaska Hotel Lodhran	29.548142	71.650914
518	Vehari	Govt.Post Graduate College of Woman Vehari		40	40	Electricity, Bathroom, Water, Boundry Wall	Government		Govt.Post Graduate College of Woman Vehari Vehari	30.039061	72.365632
519	Vehari	Govt.Post Graduate College Burewala		30	30	Electricity, Bathroom, Water, Boundry Wall	Government		Govt.Post Graduate College Burewala Vehari	30.162132	72.67963
520	Vehari	Din Hospital Burewala,		25	25	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Din Hospital Burewala, Vehari	30.169747	72.684223
521	Vehari	University of Education		20	20	Electricity, Water Supply, Sui Gas, Boundry Wall	Government		University of Education Vehari	30.039905	72.367111
522	Vehari	Govt.Post Graduate College of Woman Mailsi		20	20	Electricity, Bathroom, Water Supply, Boundry Wall	Government		Govt.Post Graduate College of Woman Mailsi Vehari	29.801128	72.18434
523	Vehari	Govt.Degree College Woman Burewala		20	20	Electricity, Bathroom, Water Supply, Boundry Wall	Government		Govt.Degree College Woman Burewala Vehari	30.165409	72.686636
524	Vehari	Govt.Degree College Woman Sheikh Fazal		20	20	Electricity, Bathroom, Water Supply, Boundry Wall	Government		Govt.Degree College Woman Sheikh Fazal Vehari	30.038769	72.364807
525	Vehari	Govt.Degree College Mailsi		20	20	Electricity, Bathroom, Water Supply, Boundry Wall	Government		Govt.Degree College Mailsi Vehari	29.806199	72.163
526	Vehari	Girls Hostel Vehari		17	17	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Girls Hostel Vehari Vehari	0	0
527	Vehari	City Top Hotel Vehari	15		15	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		City Top Hotel Vehari Vehari	30.043525	72.35677
528	Vehari	Sky View Hotel Vehari	14		14	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Sky View Hotel Vehari Vehari	30.046159	72.358074
529	Vehari	Rafique Boys hostel		14	14	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Rafique Boys hostel Vehari	0	0
530	Vehari	Al shafi Boys Hostel		14	14	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Al shafi Boys Hostel Vehari	0	0
531	Vehari	Govt.Post Graduate College Vehari		14	14	Electricity, Bathroom, Water Supply, Boundry Wall	Government		Govt.Post Graduate College Vehari Vehari	30.045488	72.349226
532	Vehari	Usman Medical Hospital Mailsi,		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Usman Medical Hospital Mailsi, Vehari	29.802416	72.179812
533	Vehari	Maryam Hospital Mailsi		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Maryam Hospital Mailsi Vehari	29.806668	72.180661
534	Vehari	Hanif Surgical Hospital Vehari,		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Hanif Surgical Hospital Vehari, Vehari	29.899515	72.585383
535	Vehari	Dhiloo Surgical Hospital Burewala		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Dhiloo Surgical Hospital Burewala, Vehari	30.159252	72.667583
536	Vehari	Yasin Hospital Gaggo		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Yasin Hospital Gaggo Vehari	30.221712	72.822729
537	Vehari	Ghani Hospital Burewala		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Ghani Hospital Burewala Vehari	30.159542	72.694931
538	Vehari	Bilal Surgical Hospital Burewala		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Bilal Surgical Hospital Burewala Vehari	30.221879	72.839715
539	Vehari	Sareen Hotel Vehari	10		10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Sareen Hotel Vehari Vehari	0	0
540	Vehari	Flame and Cool Burewala		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Flame and Cool Burewala Vehari	30.15907	72.676527
541	Vehari	5 Star Hotel Vehari	10		10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		5 Star Hotel Vehari Vehari	30.061383	72.36179
542	Vehari	Oriental Hotel Vehari	10		10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Oriental Hotel Vehari Vehari	0	0
543	Vehari	Maddni HotelVehari	10		10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Maddni HotelVehari Vehari	30.040331	72.334734
544	Vehari	Marhaba Hotel and Resturent Mailsi	10		10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Marhaba Hotel and Resturent Mailsi Vehari	29.80346	72.176537
545	Vehari	Fatima tu Zuhra FemalHostel		10	10	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Fatima tu Zuhra FemalHostel Vehari		
546	Vehari	Dr Jind Wadda Hospital Mailsi		9	9	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Dr Jind Wadda Hospital Mailsi Vehari	29.805086	72.179955
547	Vehari	Zainab Hospital Vehari,		8	8	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Zainab Hospital Vehari, Vehari	30.046585	72.359055
548	Vehari	Rasheed Memoriyal Hospital Vehari		8	8	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Rasheed Memoriyal Hospital Vehari Vehari	30.042958	72.372542
549	Vehari	Al- Shifa Hospital Vehari,		8	8	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Al- Shifa Hospital Vehari, Vehari	30.044439	72.353042
550	Vehari	Hijazi Hospital Vehari,		8	8	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Hijazi Hospital Vehari, Vehari	0	0
551	Vehari	Fatima Hospital Vehari		8	8	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Fatima Hospital Vehari Vehari	30.04469	72.360353
552	Vehari	National Hospital Vehari		7	7	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		National Hospital Vehari Vehari	30.039931	72.346314
553	Vehari	Aeman Surgical Hospital Burewala,		7	7	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Aeman Surgical Hospital Burewala, Vehari	0	0
554	Vehari	Working Woman Hostel		7	7	Electricity, Water Supply, Sui Gas, Boundry Wall	Government		Working Woman Hostel Vehari	0	0
555	Vehari	Foji Boys Hostel		7	7	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Foji Boys Hostel Vehari	30.035373	72.313809
556	Vehari	Surya Hospital Mailsi,		6	6	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Surya Hospital Mailsi, Vehari	29.802859	72.182039
557	Vehari	Gulzar Hospital Vehari,		6	6	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Gulzar Hospital Vehari, Vehari	30.037891	72.347291
558	Vehari	Imran Hostel Male Vehari		6	6	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Imran Hostel Male Vehari Vehari	0	0
559	Vehari	Global Male Hostel		6	6	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Global Male Hostel Vehari	30.03277	72.310228
560	Vehari	Burewala Girls Hostel		6	6	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Burewala Girls Hostel Vehari	0	0
561	Vehari	Ayan Hospital Mailsi,		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Ayan Hospital Mailsi, Vehari	29.804521	72.179094
562	Vehari	Sughra Shafi Hospital Vehari,		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Sughra Shafi Hospital Vehari, Vehari	32.116712	74.853034
563	Vehari	Al-Amin Hospital Burewala,		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Al-Amin Hospital Burewala, Vehari	30.15144	72.678188
564	Vehari	Shahid Hospital Burewala,		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Shahid Hospital Burewala, Vehari	30.160262	72.68705
565	Vehari	Shafi Hospital Burewala,		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Shafi Hospital Burewala, Vehari	30.160126	72.678207
566	Vehari	Saleem Boys Hostel		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		Saleem Boys Hostel Vehari	0	0
567	Vehari	CHaudary Javed Femal Hostel		5	5	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		CHaudary Javed Femal Hostel Vehari	0	0
568	Vehari	City Hospital Vehari,		3	3	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		City Hospital Vehari, Vehari	30.042588	72.340038
569	Vehari	City Girls Hotel		3	3	Electricity, Water Supply, Sui Gas, Boundry Wall	Private		City Girls Hotel Vehari	0	0
570	Vehari	Khursheed Anwar Stadium, Vehari		6	50	Electricity, backup power supply, Water, Drinking water, sewerage system			Khursheed Anwar Stadium, Vehari Vehari	30.044876	72.342104
571	Vehari	Tehsil Council Rest House Mailsi	7		30	Electricity, backup power supply, Water, Drinking water, sewerage system			Tehsil Council Rest House Mailsi Vehari		0
572	Vehari	Boys Degree College Burewala Hostel		60	120	Electricity, Water, Drinking water, sewerage system			Boys Degree College Burewala Hostel Vehari	30.1635065	72.6771549
573	Vehari	Govt. Technology College 507/EB Burewala		32	60	Electricity, Water, Drinking water, sewerage system			Govt. Technology College 507/EB Burewala Vehari	30.1624683	72.679065
574	Vehari	University of Agriculture Faisalabad sub campus Burewala		35	100	Electricity, Water, Drinking water			University of Agriculture Faisalabad sub campus Burewala Vehari	30.2275103	72.7219684
575	Vehari	Hostel, Govt. Danish School Mailsi		104	624	Electricity, backup power supply, Water, Drinking water, sewerage system			Hostel, Govt. Danish School Mailsi Vehari	29.9589963	71.8516476
576	Total		1013	8827	12859					0	0
577	Rawalpindi	UET, Taxila		785	785	Electricity, Drinking Water, Bed, Common Washrooms etc.			UET, Taxila Rawalpindi	33.7662309	72.8262806
578	Rawalpindi	Fatima Jinnah Women University		220	250	Electricity and Drinking Water etc.			Fatima Jinnah Women University Rawalpindi	33.5868402	73.06379435
579	Rawalpindi	ARID Agriculture University Hostel		210	240	Electricity and Drinking Water etc.			ARID Agriculture University Hostel Rawalpindi	33.6480202	73.0859088
580	Rawalpindi	Faran Hotel Murree	115		130	Electricity and Drinking Water etc.			Faran Hotel Murree Rawalpindi	33.9085332	73.3946794
581	Rawalpindi	Arid Agriculture University, Iqbal Hall		100	100	Electricity, Bedding, Washroom, Water, Towel, Soap, Paste and Tooth Brush etc.			Arid Agriculture University, Iqbal Hall Rawalpindi	33.6476705	73.0749088
582	Rawalpindi	Anjuman Faizul Islam New Campus Mandra Tehsil Gujar Khan		100	100	Electricity and Drinking Water etc.			Anjuman Faizul Islam New Campus Mandra Tehsil Gujar Khan Rawalpindi	33.6616773	73.0851485
583	Rawalpindi	Gordon College, Rawalpindi		90	90	Electricity, Water,  and Washroom etc			Gordon College, Rawalpindi Rawalpindi	33.6090603	73.062063
584	Rawalpindi	Rawalpindi Women University Satellite Town Rawalpindi		80	100	Electricity and Drinking Water etc.			Rawalpindi Women University Satellite Town Rawalpindi Rawalpindi	33.6437864	73.0680261
585	Rawalpindi	Move and Pick Hall Road Murree	80		100	Electricity and Drinking Water etc.			Move and Pick Hall Road Murree Rawalpindi	33.9071454	73.3947961
586	Rawalpindi	Java International Hotel Murree	75		80	Electricity and Drinking Water etc.			Java International Hotel Murree Rawalpindi	33.9066827	73.3934429
587	Rawalpindi	Mehran Hotel Motor Agency Murree	65		70	Electricity and Drinking Water etc.			Mehran Hotel Motor Agency Murree Rawalpindi	0	0
588	Rawalpindi	Convent of Jesus and Merry School Pindi Point Murree		60	100	Electricity and Drinking Water etc.			Convent of Jesus and Merry School Pindi Point Murree Rawalpindi	33.8916953	73.3772892
589	Rawalpindi	Murree Village Flats Expressway Murree		60	120	Electricity and Drinking Water etc.			Murree Village Flats Expressway Murree Rawalpindi	0	0
590	Rawalpindi	Alhamra Sirozgali, GPO Murree		55	60	Electricity and Drinking Water etc.			Alhamra Sirozgali, GPO Murree Rawalpindi	33.9070111	73.3944795
591	Rawalpindi	Punjab College Gujar Khan		54	60	Electricity and Drinking Water etc.			Punjab College Gujar Khan Rawalpindi	33.2543205	73.3065712
592	Rawalpindi	Punjab College, Gujar Khan		50	50	Electricity, Water, Washroom, Bedding Towel, Soap, Paste and Tooth Brush etc			Punjab College, Gujar Khan Rawalpindi	33.2543205	73.3065712
593	Rawalpindi	Bahria Hostel, Bahria Town Phase-8		50	50	Electricity and Drinking Water etc.			Bahria Hostel, Bahria Town Phase-8 Rawalpindi	0	0
594	Rawalpindi	Govt. Postgraduate College Asghar Mall Rawalpindi		46	50	Electricity and Drinking Water etc.			Govt. Postgraduate College Asghar Mall Rawalpindi Rawalpindi	33.6283962	73.0581404
595	Rawalpindi	GTC TEVTA, Taxila		44	44	Electricity, Water, Washroom, Bedding Towel, Soap, Paste and Tooth Brush etc			GTC TEVTA, Taxila Rawalpindi	33.7888997	72.8179233
596	Rawalpindi	Lalazar Hotel near GPO Chowk Murree	34		50	Electricity and Drinking Water etc.			Lalazar Hotel near GPO Chowk Murree Rawalpindi	33.9064055	73.3948742
597	Rawalpindi	Anjuman e Faiz ul Islam Doberan Kalan Campus Tehsil Kallar Syedan		31	31	Electricity and Drinking Water etc.			Anjuman e Faiz ul Islam Doberan Kalan Campus Tehsil Kallar Syedan Rawalpindi	33.448815	73.50392
598	Rawalpindi	Govt.Postgraduate College Satellite Town Rawalpindi		28	30	Electricity and Drinking Water etc.			Govt.Postgraduate College Satellite Town Rawalpindi Rawalpindi	33.6416718	73.0643905
599	Rawalpindi	Govt. Viqar Un Nisa Postgraduate College (W) Rawalpindi		25	30	Electricity and Drinking Water etc.			Govt. Viqar Un Nisa Postgraduate College (W) Rawalpindi Rawalpindi	33.6034827	73.0758638
600	Rawalpindi	Forest Academy Murree		25	30	Electricity and Drinking Water etc.			Forest Academy Murree Rawalpindi	0	0
601	Rawalpindi	TEVTA College Muurree		25	30	Electricity and Drinking Water etc.			TEVTA College Muurree Rawalpindi	33.9141674	73.3938901
602	Rawalpindi	White House Chitta Morh Murree		24	30	Electricity and Drinking Water etc.			White House Chitta Morh Murree Rawalpindi	33.9122418	73.3839951
603	Attock	Tevta College Fateh Jang Road Attock		64	160	Drinking Water, Bedding and Boundary Wall etc	Hall		Tevta College Fateh Jang Road Attock Attock	33.5700533	72.6382935
604	Attock	Wapda Office Fateh Jang Road Attock City		12	24	-do-			Wapda Office Fateh Jang Road Attock City Attock	33.7564309	72.3622778
605	Attock	Madrasa Prachgan, Hinjra, Jand		120	200	-do-			Madrasa Prachgan, Hinjra, Jand Attock	0	0
606	Attock	Tameer-e-Millat School Ratwal Fatehjang		85	85	-do-			Tameer-e-Millat School Ratwal Fatehjang Attock	33.5957372	72.7094555
607	Attock	Cadet College Hassan Abdal		192	240	-do-			Cadet College Hassan Abdal Attock	33.8201537	72.678946
608	Attock	Danish School, Jand		52	52	-do-			Danish School, Jand Attock	33.4304628	72.0137236
609	Attock	Govt. College for Boys Attock		57	57	-do-			Govt. College for Boys Attock Attock	33.7713737	72.3599718
610	Attock	Govt. College for Women Attock.		55	55	-do-			Govt. College for Women Attock. Attock	33.7686288	72.3616725
611	Chakwal	Cadet College, Choa Saiden Shah		159	288	Electricity, Drinking Water and Washroom etc			Cadet College, Choa Saiden Shah Chakwal	32.7244099	72.9656638
612	Chakwal	Cadet College Murree		125	257	Electricity, Drinking Water and Washroom etc			Cadet College Murred Chakwal	33.9152762	73.405587
613	Chakwal	Kallar Kahar Science College for Boys		118	118	Electricity, Drinking Water and Washroom etc			Kallar Kahar Science College for Boys Chakwal	32.7875117	72.6811851
614	Chakwal	Kallar Kahar Science College for Girls		72	72	Electricity, Drinking Water and Washroom etc			Kallar Kahar Science College for Girls Chakwal	32.7898524	72.6848197
615	Chakwal	Punjab School of Mines, CSS.		72	175	Electricity, Drinking Water and Washroom etc			Punjab School of Mines, CSS. Chakwal	32.7266289	72.9545095
616	Jhelum	Govt. Post Graduate College, Tahlianwala Jhelum		33	60	Electricity, Drinking Water, Washroom  and Beds etc			Govt. Post Graduate College, Tahlianwala Jhelum Jhelum	32.9594636	73.7463384
617	Jhelum	Govt. Post Graduate College for Women Jhelum		24	32	-do-			Govt. Post Graduate College for Women Jhelum Jhelum	32.9431822	73.736942
618	Jhelum	Govt. Special Education Institute Sohawa		21	50	-do-			Govt. Special Education Institute Sohawa Jhelum	33.1601471	73.3886804
619	Jhelum	Govt. Technical College Jhelum		56	84	Electricity, Drinking Water, Washroom and Beds etc			Govt. Technical College Jhelum Jhelum	32.9262283	73.7303025
620	Jhelum	Cadet College Jhelum		81	120	-do-			Cadet College Jhelum Jhelum	33.0135232	73.653679
621	Jhelum	Punjab University Campus Jhelum		47	100	-do-	reserved for Zaireen of Zahiden		Punjab University Campus Jhelum Jhelum	33.0033348	73.6645072
622	Jhelum	Govt. College for Women P.D Khan		16	34	-do-			Govt. College for Women P.D Khan Jhelum	32.5842554	73.0476847
623	Jhelum	Govt. Special Education Institute PD Khan		26	72	-do-			Govt. Special Education Institute PD Khan Jhelum	0	0
624	Total		369	3649	5145					0	0
625	Sahiwal	Govt Post Graduate College Boys College Govt Post Graduate College for women Government Sahiwal University Sahiwal Sahiwal Medical College Sahiwa		322	1128	Water Supply, Sewerage system,(Washrooms) Electricity, mess, are available and functional	DO		Govt Post Graduate College Boys College Govt Post Graduate College for women Government Sahiwal University Sahiwal Sahiwal Medical College Sahiwa Sahiwal	30.6744731	73.0931128
626	Okara	RHC Shergarh		28	71	Electricity, Back up Power, Sewerage, Water Supply, Drinking Water Availability, Meals, Security	Funtional		RHC Shergarh Okara	34.3934026	71.8940763
627	Okara	Government Degree College for Gogera		30	50	Same as above	Funtional		Government Degree College for Gogera Okara	30.9617439	73.3327735
628	Okara	Government Women College, Basirpur		26	50	Same as above	Funtional		Government Women College, Basirpur Okara	30.5794681	73.8306254
629	Okara	Cadet College		131	500	Same as above	Funtional		Cadet College Okara	30.8679442	73.4325311
630	Okara	Agriculture University		52	500	Same as above	Funtional		Agriculture University Okara	30.8508396	73.5326702
631	Okara	University of Okara		68	1500	Same as above	Funtional		University of Okara Okara	30.8684089	73.5678927
632	Okara	Govt. Degree college for boys		24	50	Same as above	Funtional		Govt. Degree college for boys Okara	30.8139396	73.4453506
633	Okara	Govt. Girls Degree College		16	50	Same as above	Funtional		Govt. Girls Degree College Okara	30.7950736	73.4523092
634	Okara	Nursing Hostel		37	74	Same as above	Funtional		Nursing Hostel Okara	0	0
635	Okara	Working Women Hostel, Okara		10	10	Same as above	Funtional		Working Women Hostel, Okara Okara	0	0
636	Okara	Govt Degree College for South City, Okara		24	50	Same as above	Funtional		Govt Degree College for South City, Okara Okara	30.7950782	73.4523702
637	Okara	Government Women College, Depalpur		21	100	Same as above	Funtional		Government Women College, Depalpur Okara	30.6699713	73.6547798
638	Okara	Government Boys College, Basirpur		16	50	Same as above	Funtional		Government Boys College, Basirpur Okara	30.6604671	73.6634843
639	Okara	Government Boys College, Haveli Lakha		16	50	Same as above	Funtional		Government Boys College, Haveli Lakha Okara	30.4672237	73.7058817
640	Okara	Government Girls College, Haveli Lakha		20	50	Same as above	Funtional		Government Girls College, Haveli Lakha Okara	30.4477608	73.7015995
641	Okara	Government Girls College, Hujra Shah Muqeem		26	50	Same as above	Funtional		Government Girls College, Hujra Shah Muqeem Okara	0	0
642	Okara	Government Postgraduate College for Boys, Okara		50	50	Same as above	Funtional		Government Postgraduate College for Boys, Okara Okara	30.8136736	73.4465898
